supermercado,codigo,nombre,categoria,precio_actual,unidad,fecha,clave
piala,,Chuleton,Cortes vacunos,23000.0,kg,20260324,piala__chuleton
piala,,Picada especial,Cortes vacunos,13000.0,kg,20260324,piala__picada especial
piala,,Ojo de bife,Cortes vacunos,24500.0,unidad,20260324,piala__ojo de bife
piala,,Tapa de nalga,Cortes vacunos,16700.0,kg,20260324,piala__tapa de nalga
piala,,Tapa de cuadril / Picaña,Cortes vacunos,21400.0,kg,20260324,piala__tapa de cuadril / picaña
piala,,Palomita,Cortes vacunos,13000.0,kg,20260324,piala__palomita
piala,,Puchero común,Cortes vacunos,5500.0,unidad,20260324,piala__puchero común
piala,,Pollo,Pollos y Derivados,4100.0,kg,20260324,piala__pollo
piala,,Pechuga con alas,Pollos y Derivados,11000.0,kg,20260324,piala__pechuga con alas
piala,,Filet de muslo,Pollos y Derivados,9950.0,kg,20260324,piala__filet de muslo
piala,,Alitas,Pollos y Derivados,1100.0,kg,20260324,piala__alitas
piala,,Medallón de pollo,Pollos y Derivados,1200.0,unidad,20260324,piala__medallón de pollo
piala,,Pata muslo,Pollos y Derivados,4100.0,kg,20260324,piala__pata muslo
piala,,Filet de pechuga,Pollos y Derivados,11050.0,kg,20260324,piala__filet de pechuga
piala,,Cajon de pollo,Pollos y Derivados,81250.0,unidad,20260324,piala__cajon de pollo
piala,,Muslo rellenos salado/agridulce,Pollos y Derivados,11900.0,unidad,20260324,piala__muslo rellenos salado/agridulce
piala,,Muslo 4 estaciones,Pollos y Derivados,13000.0,kg,20260324,piala__muslo 4 estaciones
piala,,Pechito con manto,Cortes de Cerdo,6999.0,kg,20260324,piala__pechito con manto
piala,,Nalga de cerdo,Cortes de Cerdo,9900.0,kg,20260324,piala__nalga de cerdo
piala,,Matambrito,Cortes de Cerdo,19700.0,kg,20260324,piala__matambrito
piala,,Mar del plata de cerdo,Cortes de Cerdo,7900.0,kg,20260324,piala__mar del plata de cerdo
piala,,Chuleta de cerdo,Cortes de Cerdo,5799.0,kg,20260324,piala__chuleta de cerdo
piala,,Bondiola de cerdo,Cortes de Cerdo,10000.0,kg,20260324,piala__bondiola de cerdo
piala,,Bifecitos de cerdo / Churrasquito,Cortes de Cerdo,11160.0,kg,20260324,piala__bifecitos de cerdo / churrasquito
piala,,Carre de cerdo / Costeletas de cerdo,Cortes de Cerdo,6499.0,kg,20260324,piala__carre de cerdo / costeletas de cerdo
piala,,Solomillo,Cortes de Cerdo,9200.0,kg,20260324,piala__solomillo
piala,,Carre agridulce,Elaborados,11600.0,kg,20260324,piala__carre agridulce
piala,,Arrollado primavera,Elaborados,15100.0,kg,20260324,piala__arrollado primavera
piala,,Arrollado de pollo 4 estaciones,Elaborados,15100.0,kg,20260324,piala__arrollado de pollo 4 estaciones
piala,,Arrollado de pollo,Elaborados,13500.0,kg,20260324,piala__arrollado de pollo
piala,,Arrollado agridulce,Elaborados,13500.0,kg,20260324,piala__arrollado agridulce
piala,,Albóndigas de pollo,Elaborados,8380.0,kg,20260324,piala__albóndigas de pollo
piala,,Albóndigas de carne,Elaborados,17800.0,kg,20260324,piala__albóndigas de carne
piala,,Milanesas,Elaborados,14800.0,kg,20260324,piala__milanesas
piala,,Matambrito relleno,Elaborados,20650.0,kg,20260324,piala__matambrito relleno
piala,,Matambrito primavera,Elaborados,21420.0,kg,20260324,piala__matambrito primavera
piala,,Matambre arrollado,Elaborados,21300.0,kg,20260324,piala__matambre arrollado
piala,,Matambre 4 quesos,Elaborados,21950.0,kg,20260324,piala__matambre 4 quesos
piala,,Carre salado,Elaborados,11600.0,kg,20260324,piala__carre salado
piala,,Brochette de lomo,Elaborados,20220.0,kg,20260324,piala__brochette de lomo
piala,,Brochette de pollo,Elaborados,12200.0,kg,20260324,piala__brochette de pollo
piala,,Brochette de cerdo,Elaborados,11250.0,kg,20260324,piala__brochette de cerdo
piala,,Bandeja de brochette surtida,Elaborados,14950.0,kg,20260324,piala__bandeja de brochette surtida
piala,,Rollitos de pollo,Elaborados,8550.0,kg,20260324,piala__rollitos de pollo
piala,,Tripa gorda rellena,Elaborados,8000.0,kg,20260324,piala__tripa gorda rellena
piala,,Tapa de cuadril rellena,Elaborados,27900.0,kg,20260324,piala__tapa de cuadril rellena
piala,,Tapa de cuadril con hongos,Elaborados,28350.0,kg,20260324,piala__tapa de cuadril con hongos
piala,,Suprema de pechuga,Elaborados,11000.0,kg,20260324,piala__suprema de pechuga
piala,,Suprema de muslo,Elaborados,10990.0,kg,20260324,piala__suprema de muslo
piala,,Solomillos con panceta,Elaborados,14600.0,kg,20260324,piala__solomillos con panceta
piala,,Hamburguesa,Elaborados,1750.0,unidad,20260324,piala__hamburguesa
piala,,Provoleta,Elaborados,20300.0,kg,20260324,piala__provoleta
piala,,Provoleta c/ bandeja,Elaborados,20550.0,kg,20260324,piala__provoleta c/ bandeja
piala,,Pechuguita primavera,Elaborados,15900.0,kg,20260324,piala__pechuguita primavera
piala,,Pechugas rellenas,Elaborados,15750.0,kg,20260324,piala__pechugas rellenas
piala,,Panceta salada,Elaborados,18920.0,kg,20260324,piala__panceta salada
piala,,Pan de carne,Elaborados,18130.0,kg,20260324,piala__pan de carne
piala,,Muslito primavera,Elaborados,12900.0,kg,20260324,piala__muslito primavera
piala,,Milanesa de soja,Elaborados,3000.0,unidad,20260324,piala__milanesa de soja
piala,,Hamburguesa de pollo,Elaborados,810.0,unidad,20260324,piala__hamburguesa de pollo
piala,,Tapa de asado rellena,Elaborados,18580.0,kg,20260324,piala__tapa de asado rellena
piala,,Salchicha fresca,Embutidos,9800.0,kg,20260324,piala__salchicha fresca
piala,,Salame,Embutidos,21000.0,kg,20260324,piala__salame
piala,,Morcilla salada,Embutidos,6800.0,kg,20260324,piala__morcilla salada
piala,,Morcilla dulce,Embutidos,7050.0,kg,20260324,piala__morcilla dulce
piala,,Chorizo puro,Embutidos,8350.0,kg,20260324,piala__chorizo puro
piala,,Chorizo colorado,Embutidos,9800.0,kg,20260324,piala__chorizo colorado
piala,,Chorizo ahumado,Embutidos,9400.0,kg,20260324,piala__chorizo ahumado
piala,,Sesos,Menudencias,2600.0,kg,20260324,piala__sesos
piala,,Riñon sin grasa,Menudencias,5850.0,kg,20260324,piala__riñon sin grasa
piala,,Riñon con grasa,Menudencias,6500.0,kg,20260324,piala__riñon con grasa
piala,,Molleja,Menudencias,33150.0,kg,20260324,piala__molleja
piala,,Lengua,Menudencias,11830.0,kg,20260324,piala__lengua
piala,,Chinchulines,Menudencias,7150.0,kg,20260324,piala__chinchulines
piala,,Lechon,Bichos,14300.0,kg,20260324,piala__lechon
piala,,Chivito,Bichos,19850.0,kg,20260324,piala__chivito
piala,,Cordero,Bichos,15800.0,kg,20260324,piala__cordero
piala,,Pernil de cerdo,Bichos,5799.0,kg,20260324,piala__pernil de cerdo
chanear,128.0,AZOTILLO,Carnes Vacunas,8300.0,kg,20260324,chanear_128.0_azotillo
chanear,124.0,BIFE A 7 COSTILLAS,Carnes Vacunas,16400.0,kg,20260324,chanear_124.0_bife a 7 costillas
chanear,175.0,BIFE DE ENTRECOT ESPECIAL MADURADO,Carnes Vacunas,30000.0,kg,20260324,chanear_175.0_bife de entrecot especial madurado
chanear,101.0,BOLA DE LOMO,Carnes Vacunas,16700.0,kg,20260324,chanear_101.0_bola de lomo
chanear,111.0,BRAZUELO CON HUESO,Carnes Vacunas,13700.0,kg,20260324,chanear_111.0_brazuelo con hueso
chanear,112.0,BRAZUELO SIN HUESO,Carnes Vacunas,15800.0,kg,20260324,chanear_112.0_brazuelo sin hueso
chanear,125.0,COSTELETA CON LOMO O T-BONE,Carnes Vacunas,18500.0,kg,20260324,chanear_125.0_costeleta con lomo o t-bone
chanear,130.0,COSTELETA DEL MEDIO,Carnes Vacunas,16500.0,kg,20260324,chanear_130.0_costeleta del medio
chanear,123.0,COSTELETAS GRANDES,Carnes Vacunas,12900.0,kg,20260324,chanear_123.0_costeletas grandes
chanear,132.0,COSTILLA DE TH,Carnes Vacunas,23200.0,kg,20260324,chanear_132.0_costilla de th
chanear,104.0,CUADRIL,Carnes Vacunas,19300.0,kg,20260324,chanear_104.0_cuadril
chanear,109.0,CUADRIL CON PUNTA,Carnes Vacunas,19600.0,kg,20260324,chanear_109.0_cuadril con punta
chanear,139.0,ENTRAÑA FINA,Carnes Vacunas,30500.0,kg,20260324,chanear_139.0_entraña fina
chanear,120.0,ENTRECOT COMUN,Carnes Vacunas,13900.0,kg,20260324,chanear_120.0_entrecot comun
chanear,122.0,ENTRECOT ESPECIAL,Carnes Vacunas,23900.0,kg,20260324,chanear_122.0_entrecot especial
chanear,116.0,FALDA,Carnes Vacunas,10900.0,kg,20260324,chanear_116.0_falda
chanear,103.0,JAMON CUADRADO,Carnes Vacunas,16700.0,kg,20260324,chanear_103.0_jamon cuadrado
chanear,108.0,JAMON REDONDO,Carnes Vacunas,23800.0,kg,20260324,chanear_108.0_jamon redondo
chanear,129.0,LOMO,Carnes Vacunas,25800.0,kg,20260324,chanear_129.0_lomo
chanear,131.0,MAR DEL PLATA DE TERNERA,Carnes Vacunas,19700.0,kg,20260324,chanear_131.0_mar del plata de ternera
chanear,113.0,MARUCHA DE TERNERA,Carnes Vacunas,12000.0,kg,20260324,chanear_113.0_marucha de ternera
chanear,134.0,MATAMBRE DE TERNERA,Carnes Vacunas,17900.0,kg,20260324,chanear_134.0_matambre de ternera
chanear,102.0,NALGA,Carnes Vacunas,20500.0,kg,20260324,chanear_102.0_nalga
chanear,170.0,OJO DE BIFE RELLENO,Carnes Vacunas,29900.0,kg,20260324,chanear_170.0_ojo de bife relleno
chanear,105.0,PALOMITA DE TERNERA,Carnes Vacunas,15800.0,kg,20260324,chanear_105.0_palomita de ternera
chanear,126.0,PICADA COMUN DE TERNERA,Carnes Vacunas,8300.0,kg,20260324,chanear_126.0_picada comun de ternera
chanear,140.0,PICADA ESPECIAL DE TERNERA,Carnes Vacunas,14200.0,kg,20260324,chanear_140.0_picada especial de ternera
chanear,106.0,PICAÑA DE TERNERA,Carnes Vacunas,20800.0,kg,20260324,chanear_106.0_picaña de ternera
chanear,117.0,PUCHERO COMUN DE TERNERA,Carnes Vacunas,5800.0,kg,20260324,chanear_117.0_puchero comun de ternera
chanear,107.0,PUNTA DE VACIO O COLITA DE CUADRIL,Carnes Vacunas,22990.0,kg,20260324,chanear_107.0_punta de vacio o colita de cuadril
chanear,114.0,TAPA DE ASADO DE TERNERA,Carnes Vacunas,16800.0,kg,20260324,chanear_114.0_tapa de asado de ternera
chanear,110.0,TAPA DE NALGA,Carnes Vacunas,15800.0,kg,20260324,chanear_110.0_tapa de nalga
chanear,156.0,TOMAHAWK,Carnes Vacunas,31000.0,unidad,20260324,chanear_156.0_tomahawk
chanear,133.0,VACIO DE TERNERA,Carnes Vacunas,25300.0,kg,20260324,chanear_133.0_vacio de ternera
chanear,419.0,ALBONDIGAS DE POLLO,Pollo,8900.0,kg,20260324,chanear_419.0_albondigas de pollo
chanear,436.0,ARROLLADO DE POLLO,Pollo,17500.0,unidad,20260324,chanear_436.0_arrollado de pollo
chanear,411.0,FILET DE MUSLO DE POLLO,Pollo,9050.0,kg,20260324,chanear_411.0_filet de muslo de pollo
chanear,410.0,FILET DE PECHUGA DE POLLO,Pollo,9050.0,kg,20260324,chanear_410.0_filet de pechuga de pollo
chanear,426.0,HAMBURGUESA DE POLLO,Pollo,6500.0,unidad,20260324,chanear_426.0_hamburguesa de pollo
chanear,412.0,MILANESA DE PECHUGA,Pollo,9900.0,kg,20260324,chanear_412.0_milanesa de pechuga
chanear,421.0,MILANESA DE PECHUGA DE OFERTA,Pollo,9700.0,kg,20260324,chanear_421.0_milanesa de pechuga de oferta
chanear,413.0,MILANESAS DE MUSLO DE POLLO,Pollo,8900.0,kg,20260324,chanear_413.0_milanesas de muslo de pollo
chanear,404.0,PATA MUSLO,Pollo,4700.0,kg,20260324,chanear_404.0_pata muslo
chanear,424.0,PATA MUSLO DE OFERTA X 3 KG O MAS,Pollo,4390.0,kg,20260324,chanear_424.0_pata muslo de oferta x 3 kg o mas
chanear,427.0,PATITAS REBOZADAS DE POLLO,Pollo,12000.0,unidad,20260324,chanear_427.0_patitas rebozadas de pollo
chanear,400.0,POLLO ENTERO,Pollo,5700.0,unidad,20260324,chanear_400.0_pollo entero
chanear,422.0,PROMO DE FILET DE PECHUGA X 3 KG O MAS,Pollo,8385.0,unidad,20260324,chanear_422.0_promo de filet de pechuga x 3 kg o mas
chanear,308.0,BIFE DE CERDO O CHURRASQUITO DE CERDO,Cerdo,12300.0,unidad,20260324,chanear_308.0_bife de cerdo o churrasquito de cerdo
chanear,309.0,BONDIOLA DE CERDO,Cerdo,10650.0,kg,20260324,chanear_309.0_bondiola de cerdo
chanear,303.0,CARRE DE CERDO DESHUESADO,Cerdo,11900.0,kg,20260324,chanear_303.0_carre de cerdo deshuesado
chanear,305.0,CARRE DE CERDO RELLENO AGRIDULCE,Cerdo,15200.0,unidad,20260324,chanear_305.0_carre de cerdo relleno agridulce
chanear,304.0,CARRE DE CERDO RELLENO SALADO,Cerdo,15200.0,unidad,20260324,chanear_304.0_carre de cerdo relleno salado
chanear,302.0,COSTELETAS DE CERDO,Cerdo,8500.0,kg,20260324,chanear_302.0_costeletas de cerdo
chanear,336.0,MAR DEL PLATA DE CERDO,Cerdo,8900.0,kg,20260324,chanear_336.0_mar del plata de cerdo
chanear,307.0,MATAMBRITO DE CERDO,Cerdo,19600.0,unidad,20260324,chanear_307.0_matambrito de cerdo
chanear,330.0,MILANESAS DE CERDO,Cerdo,9990.0,kg,20260324,chanear_330.0_milanesas de cerdo
chanear,300.0,PECHITO DE CERDO,Cerdo,8750.0,kg,20260324,chanear_300.0_pechito de cerdo
chanear,313.0,PICADA DE CERDO,Cerdo,9000.0,kg,20260324,chanear_313.0_picada de cerdo
chanear,326.0,PULPAS DE CERDO,Cerdo,9200.0,kg,20260324,chanear_326.0_pulpas de cerdo
chanear,306.0,SOLOMILLO DE CERDO,Cerdo,12900.0,unidad,20260324,chanear_306.0_solomillo de cerdo
chanear,312.0,SOLOMILLO DE CERDO ENVUELTO EN PANCETA Y RELLENO CON QUESO PROVOLONE,Cerdo,22900.0,unidad,20260324,chanear_312.0_solomillo de cerdo envuelto en panceta y relleno con queso provolone
chanear,503.0,CHORIZO COLORADO,Embutidos,10000.0,unidad,20260324,chanear_503.0_chorizo colorado
chanear,501.0,CHORIZO MEZCLA,Embutidos,9500.0,unidad,20260324,chanear_501.0_chorizo mezcla
chanear,502.0,CHORIZO PURO CERDO,Embutidos,12000.0,unidad,20260324,chanear_502.0_chorizo puro cerdo
chanear,505.0,MORCILLA DULCE,Embutidos,10000.0,unidad,20260324,chanear_505.0_morcilla dulce
chanear,504.0,MORCILLA SALADA,Embutidos,10000.0,unidad,20260324,chanear_504.0_morcilla salada
chanear,506.0,SALCHICHA PARRILLERA,Embutidos,10990.0,unidad,20260324,chanear_506.0_salchicha parrillera
chanear,160.0,ALBONDIGAS DE CARNE VACUNA,Elaborados,11500.0,kg,20260324,chanear_160.0_albondigas de carne vacuna
chanear,182.0,HAMBURGUESA LA MUÑECA X 86 GRAMOS (X 2 UNIDADES),Elaborados,2000.0,unidad,20260324,chanear_182.0_hamburguesa la muñeca x 86 gramos (x 2 unidades)
chanear,162.0,HAMBURGUESA CASERA PREMIUN,Elaborados Premium,9500.0,unidad,20260324,chanear_162.0_hamburguesa casera premiun
chanear,147.0,MATAMBRE ARROLLADO CASERO DE TERNERA,Elaborados Premium,36000.0,kg,20260324,chanear_147.0_matambre arrollado casero de ternera
chanear,138.0,MILANESAS DE TERNERA DE OFERTA X 2 KG O MAS,Elaborados Premium,12200.0,kg,20260324,chanear_138.0_milanesas de ternera de oferta x 2 kg o mas
chanear,141.0,MILANESAS DE TERNERA X KG,Elaborados Premium,13700.0,kg,20260324,chanear_141.0_milanesas de ternera x kg
chanear,163.0,TAPITA DE CUADRIL RELLENA,Elaborados Premium,24500.0,unidad,20260324,chanear_163.0_tapita de cuadril rellena
piala,,Picada común,Cortes vacunos,9000.0,kg,20260325,piala__picada común
piala,,Brazuelo con hueso/ Pata de ternera de 10kg,Cortes vacunos,11499.99,kg,20260325,piala__brazuelo con hueso/ pata de ternera de 10kg
piala,,Pata de ternera de 7kg,Cortes vacunos,13332.0,unidad,20260325,piala__pata de ternera de 7kg
piala,,Lomo,Cortes vacunos,26200.0,kg,20260325,piala__lomo
piala,,Falda,Cortes vacunos,11800.0,kg,20260325,piala__falda
piala,,Entrecot comun / Roast beef,Cortes vacunos,13000.0,kg,20260325,piala__entrecot comun / roast beef
piala,,Entraña fina,Cortes vacunos,29500.0,kg,20260325,piala__entraña fina
piala,,Cuadril,Cortes vacunos,19300.0,kg,20260325,piala__cuadril
piala,,Costeleta grande,Cortes vacunos,11999.99,kg,20260325,piala__costeleta grande
piala,,Costeleta chica,Cortes vacunos,16800.0,kg,20260325,piala__costeleta chica
piala,,Colita de cuadril / Punta de vacio,Cortes vacunos,22700.0,kg,20260325,piala__colita de cuadril / punta de vacio
piala,,Cima de ternera,Cortes vacunos,16500.0,kg,20260325,piala__cima de ternera
piala,,Cabeza de lomo / Bola de lomo,Cortes vacunos,16700.0,kg,20260325,piala__cabeza de lomo / bola de lomo
piala,,Brazuelo sin hueso,Cortes vacunos,16300.0,kg,20260325,piala__brazuelo sin hueso
piala,,Brazuelo con hueso/ Pata de ternera de 5kg,Cortes vacunos,11499.99,kg,20260325,piala__brazuelo con hueso/ pata de ternera de 5kg
piala,,Arañita,Cortes vacunos,19600.0,kg,20260325,piala__arañita
piala,,Asado de novillito,Cortes vacunos,19000.0,kg,20260325,piala__asado de novillito
piala,,Vacio,Cortes vacunos,26000.0,kg,20260325,piala__vacio
piala,,Tapa de asado,Cortes vacunos,16000.0,kg,20260325,piala__tapa de asado
piala,,Osobuco,Cortes vacunos,10200.0,kg,20260325,piala__osobuco
piala,,Nalga,Cortes vacunos,19900.0,kg,20260325,piala__nalga
piala,,Matambre de ternera,Cortes vacunos,17000.0,kg,20260325,piala__matambre de ternera
piala,,Mar del plata,Cortes vacunos,22000.0,kg,20260325,piala__mar del plata
piala,,Jamon redondo / Peceto,Cortes vacunos,21700.0,kg,20260325,piala__jamon redondo / peceto
piala,,Jamon cuadrado,Cortes vacunos,16700.0,kg,20260325,piala__jamon cuadrado
piala,,Entrecot especial / Bife de chorizo,Cortes vacunos,24500.0,kg,20260325,piala__entrecot especial / bife de chorizo
piala,,Asado – Costilla de ternera,Cortes vacunos,23700.0,kg,20260325,piala__asado – costilla de ternera
piala,,Chuleton,Cortes vacunos,23000.0,kg,20260325,piala__chuleton
piala,,Picada especial,Cortes vacunos,13000.0,kg,20260325,piala__picada especial
piala,,Ojo de bife,Cortes vacunos,24500.0,unidad,20260325,piala__ojo de bife
piala,,Tapa de nalga,Cortes vacunos,16700.0,kg,20260325,piala__tapa de nalga
piala,,Tapa de cuadril / Picaña,Cortes vacunos,21400.0,kg,20260325,piala__tapa de cuadril / picaña
piala,,Palomita,Cortes vacunos,13000.0,kg,20260325,piala__palomita
piala,,Puchero común,Cortes vacunos,5500.0,unidad,20260325,piala__puchero común
piala,,Pollo,Pollos y Derivados,4100.0,kg,20260325,piala__pollo
piala,,Pechuga con alas,Pollos y Derivados,11000.0,kg,20260325,piala__pechuga con alas
piala,,Filet de muslo,Pollos y Derivados,9950.0,kg,20260325,piala__filet de muslo
piala,,Alitas,Pollos y Derivados,1100.0,kg,20260325,piala__alitas
piala,,Medallón de pollo,Pollos y Derivados,1200.0,unidad,20260325,piala__medallón de pollo
piala,,Pata muslo,Pollos y Derivados,4100.0,kg,20260325,piala__pata muslo
piala,,Filet de pechuga,Pollos y Derivados,11050.0,kg,20260325,piala__filet de pechuga
piala,,Cajon de pollo,Pollos y Derivados,81250.0,unidad,20260325,piala__cajon de pollo
piala,,Muslo rellenos salado/agridulce,Pollos y Derivados,11900.0,unidad,20260325,piala__muslo rellenos salado/agridulce
piala,,Muslo 4 estaciones,Pollos y Derivados,13000.0,kg,20260325,piala__muslo 4 estaciones
piala,,Pechito con manto,Cortes de Cerdo,6999.0,kg,20260325,piala__pechito con manto
piala,,Nalga de cerdo,Cortes de Cerdo,9900.0,kg,20260325,piala__nalga de cerdo
piala,,Matambrito,Cortes de Cerdo,19700.0,kg,20260325,piala__matambrito
piala,,Mar del plata de cerdo,Cortes de Cerdo,7900.0,kg,20260325,piala__mar del plata de cerdo
piala,,Chuleta de cerdo,Cortes de Cerdo,5799.0,kg,20260325,piala__chuleta de cerdo
piala,,Bondiola de cerdo,Cortes de Cerdo,10000.0,kg,20260325,piala__bondiola de cerdo
piala,,Bifecitos de cerdo / Churrasquito,Cortes de Cerdo,11160.0,kg,20260325,piala__bifecitos de cerdo / churrasquito
piala,,Carre de cerdo / Costeletas de cerdo,Cortes de Cerdo,6499.0,kg,20260325,piala__carre de cerdo / costeletas de cerdo
piala,,Solomillo,Cortes de Cerdo,9200.0,kg,20260325,piala__solomillo
piala,,Carre agridulce,Elaborados,11600.0,kg,20260325,piala__carre agridulce
piala,,Arrollado primavera,Elaborados,15100.0,kg,20260325,piala__arrollado primavera
piala,,Arrollado de pollo 4 estaciones,Elaborados,15100.0,kg,20260325,piala__arrollado de pollo 4 estaciones
piala,,Arrollado de pollo,Elaborados,13500.0,kg,20260325,piala__arrollado de pollo
piala,,Arrollado agridulce,Elaborados,13500.0,kg,20260325,piala__arrollado agridulce
piala,,Albóndigas de pollo,Elaborados,8380.0,kg,20260325,piala__albóndigas de pollo
piala,,Albóndigas de carne,Elaborados,17800.0,kg,20260325,piala__albóndigas de carne
piala,,Milanesas,Elaborados,14800.0,kg,20260325,piala__milanesas
piala,,Matambrito relleno,Elaborados,20650.0,kg,20260325,piala__matambrito relleno
piala,,Matambrito primavera,Elaborados,21420.0,kg,20260325,piala__matambrito primavera
piala,,Matambre arrollado,Elaborados,21300.0,kg,20260325,piala__matambre arrollado
piala,,Matambre 4 quesos,Elaborados,21950.0,kg,20260325,piala__matambre 4 quesos
piala,,Carre salado,Elaborados,11600.0,kg,20260325,piala__carre salado
piala,,Brochette de lomo,Elaborados,20220.0,kg,20260325,piala__brochette de lomo
piala,,Brochette de pollo,Elaborados,12200.0,kg,20260325,piala__brochette de pollo
piala,,Brochette de cerdo,Elaborados,11250.0,kg,20260325,piala__brochette de cerdo
piala,,Bandeja de brochette surtida,Elaborados,14950.0,kg,20260325,piala__bandeja de brochette surtida
piala,,Rollitos de pollo,Elaborados,8550.0,kg,20260325,piala__rollitos de pollo
piala,,Tripa gorda rellena,Elaborados,8000.0,kg,20260325,piala__tripa gorda rellena
piala,,Tapa de cuadril rellena,Elaborados,27900.0,kg,20260325,piala__tapa de cuadril rellena
piala,,Tapa de cuadril con hongos,Elaborados,28350.0,kg,20260325,piala__tapa de cuadril con hongos
piala,,Suprema de pechuga,Elaborados,11000.0,kg,20260325,piala__suprema de pechuga
piala,,Suprema de muslo,Elaborados,10990.0,kg,20260325,piala__suprema de muslo
piala,,Solomillos con panceta,Elaborados,14600.0,kg,20260325,piala__solomillos con panceta
piala,,Hamburguesa,Elaborados,1750.0,unidad,20260325,piala__hamburguesa
piala,,Provoleta,Elaborados,20300.0,kg,20260325,piala__provoleta
